Fpath,Label,Labels
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000001.DCM,CHST
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000002.DCM,CHST
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000003.DCM,CHST
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000004.DCM,CHST
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000005.DCM,CHST
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000006.DCM,CHST
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000007.DCM,CHST
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000008.DCM,CHST
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000009.DCM,CHST
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000010.DCM,CHST
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000011.DCM,CHST
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000012.DCM,CHST
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000013.DCM,CHST
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000014.DCM,CHST
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000015.DCM,CHST
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000016.DCM,CHST
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000017.DCM,CHST
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000018.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000019.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000020.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000021.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000022.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000023.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000024.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000025.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000026.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000027.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000028.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000029.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000030.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000031.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000032.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000033.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000034.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000035.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000036.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000037.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000038.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000039.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000040.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000041.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000042.DCM,ABDM
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000043.DCM,PELV
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000044.DCM,PELV
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000045.DCM,PELV
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000046.DCM,PELV
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000047.DCM,PELV
20190703_DATA/abd-pel/ZA-abd-pel_1_000/00000048.DCM,PELV
